10,73,28,28,28
10,74,23,23,23
10,75,10,10,10
10,76,12,12,12
10,77,20,20,20
10,78,72,72,72
10,79,13,13,13
10,80,19,19,19
10,81,16,16,16
10,82,8,8,8
10,83,18,18,18
10,84,12,12,12
10,85,13,13,13
10,86,17,17,17
10,87,7,7,7
10,88,18,18,18
10,89,52,52,52
10,90,17,17,17
10,91,16,16,16
10,92,15,15,15
10,93,5,5,5
10,94,23,23,23
10,95,11,11,11
10,96,13,13,13
10,97,12,12,12
10,98,9,9,9
10,99,9,9,9
10,100,5,5,5
10,101,8,8,8
10,102,28,28,28
10,103,22,22,22
10,104,35,35,35
10,105,45,45,45
10,106,48,48,48
10,107,43,43,43
10,108,13,13,13
10,109,31,31,31
10,110,7,7,7
10,111,10,10,10
10,112,10,10,10
10,113,9,9,9
10,114,8,8,8
10,115,18,18,18
10,116,19,19,19
10,117,2,2,2
10,118,29,29,29
10,119,176,176,176
10,120,7,7,7
10,121,8,8,8
10,122,9,9,9
10,123,4,4,4
10,124,8,8,8
10,125,5,5,5
10,126,6,6,6
10,127,5,5,5
10,128,6,6,6
10,129,8,8,8
10,130,8,8,8
10,131,3,3,3
10,132,18,18,18
10,133,3,3,3
10,134,3,3,3
10,135,21,21,21
10,136,26,26,26
10,137,9,9,9
10,138,8,8,8
10,139,24,24,24
10,140,13,13,13
10,141,10,10,10
10,142,7,7,7
10,143,12,12,12
10,144,15,15,15
10,145,21,21,21
10,146,10,10,10
10,147,20,20,20
10,148,14,14,14
10,149,9,9,9
10,150,6,6,6
11,1,22,22,22
11,2,25,25,25
11,3,22,22,22
11,4,31,31,31
11,5,23,23,23
11,6,30,30,30
11,7,29,25,25
11,8,28,32,32
11,9,35,35,35
11,10,29,29,29
11,11,10,10,10
11,12,51,51,51
11,13,22,22,22
11,14,31,31,31
11,15,27,27,27
11,16,36,36,36
11,17,16,16,16
11,18,27,27,27
11,19,25,25,25
11,20,26,26,26
11,21,37,36,36
11,22,30,31,31
11,23,33,33,33
11,24,18,18,18
11,25,40,40,40
11,26,37,37,37
11,27,21,21,21
11,28,43,43,43
11,29,46,46,46
11,30,38,38,38
11,31,18,18,18
11,32,35,35,35
11,33,23,23,23
11,34,35,35,35
11,35,35,35,35
11,36,38,38,38
11,37,29,29,29
11,38,31,31,31
11,39,43,43,43
11,40,38,38,38
12,1,33,33,33
12,2,22,22,22
12,3,35,35,35
12,4,27,27,27
12,5,23,23,23
12,6,35,35,35
12,7,27,27,27
12,8,36,36,36
12,9,18,18,18
12,10,32,32,32
12,11,31,31,31
12,12,28,28,28
12,13,25,25,25
12,14,35,35,35
12,15,33,33,33
12,16,33,33,33
12,17,28,28,28
12,18,24,24,24
12,19,29,29,29
12,20,30,30,30
12,21,31,31,31
12,22,29,29,29
12,23,35,35,35
12,24,34,34,34
12,25,28,28,28
12,26,28,28,28
12,27,27,27,27
12,28,28,28,28
12,29,27,27,27
12,30,33,33,33
12,31,31,31,31
13,1,18,18,18
13,2,26,26,26
13,3,22,22,22
13,4,17,16,16
13,5,19,20,20
13,6,12,12,12
13,7,29,29,29
13,8,17,17,17
13,9,18,18,18
13,10,20,20,20
13,11,10,10,10
13,12,14,14,14
14,1,17,17,17
14,2,17,17,17
14,3,11,11,11
14,4,16,16,16
14,5,16,16,16
14,6,12,13,13
14,7,14,13,13
14,8,14,14,14
15,1,31,31,31
15,2,22,22,22
15,3,26,26,26
15,4,6,6,6
15,5,30,30,30
15,6,13,13,13
15,7,25,25,25
15,8,23,22,22
15,9,20,21,21
15,10,34,34,34
15,11,16,16,16
15,12,6,6,6
15,13,22,22,22
15,14,32,32,32
15,15,9,9,9
15,16,14,14,14
15,17,14,14,14
15,18,7,7,7
15,19,25,25,25
15,20,6,6,6
15,21,17,17,17
15,22,25,25,25
15,23,18,18,18
15,24,23,23,23
15,25,12,12,12
15,26,21,21,21
15,27,13,13,13
15,28,29,29,29
15,29,24,24,24
15,30,33,33,33
15,31,9,9,9
15,32,20,20,20
15,33,24,24,24
15,34,17,17,17
15,35,10,10,10
15,36,22,22,22
15,37,38,38,38
15,38,22,22,22
15,39,8,8,8
15,40,31,31,31
15,41,29,29,29
15,42,25,25,25
15,43,28,28,28
15,44,28,28,28
15,45,25,25,25
15,46,13,13,13
15,47,15,15,15
15,48,22,22,22
15,49,26,26,26
15,50,11,11,11
15,51,23,23,23
15,52,15,15,15
15,53,12,12,12
15,54,17,17,17
15,55,13,13,13
15,56,12,12,12
15,57,21,21,21
15,58,14,14,14
15,59,21,21,21
15,60,22,22,22
15,61,11,11,11
15,62,12,12,12
15,63,19,19,19
15,64,11,12,12
15,65,25,25,25
15,66,24,24,24
16,1,19,19,19
16,2,37,37,37
16,3,25,25,25
16,4,31,31,31
16,5,31,31,31
16,6,30,30,30
16,7,34,34,34
16,8,23,22,22
16,9,25,26,26
16,10,25,25,25
16,11,23,23,23
16,12,17,17,17
16,13,27,27,27
16,14,22,22,22
16,15,21,21,21
16,16,21,21,21
16,17,27,27,27
16,18,23,23,23
16,19,15,15,15
16,20,18,18,18
16,21,14,14,14
16,22,30,30,30
16,23,40,40,40
16,24,10,10,10
16,25,38,38,38
16,26,24,24,24
16,27,22,22,22
16,28,17,17,17
16,29,32,32,32
16,30,24,24,24
16,31,40,40,40
16,32,44,44,44
16,33,26,26,26
16,34,22,22,22
16,35,19,19,19
16,36,32,32,32
16,37,21,21,21
16,38,28,28,28
16,39,18,18,18
16,40,16,16,16
16,41,18,18,18
16,42,22,22,22
16,43,13,13,13
16,44,30,30,30
16,45,5,5,5
16,46,28,28,28
16,47,7,7,7
16,48,47,47,47
16,49,39,39,39
16,50,46,46,46
16,51,64,64,64
16,52,34,34,34
17,1,22,22,22
17,2,22,22,22
17,3,66,66,66
17,4,22,22,22
17,5,22,22,22
18,1,28,28,28
18,2,10,10,10
18,3,27,27,27
18,4,17,17,17
18,5,17,17,17
18,6,14,14,14
18,7,27,27,27
18,8,18,18,18
18,9,11,11,11
18,10,22,22,22
18,11,25,25,25
18,12,28,28,28
18,13,23,23,23
18,14,23,23,23
18,15,8,8,8
18,16,63,63,63
18,17,24,24,24
18,18,32,32,32
18,19,14,14,14
18,20,44,44,49
18,21,37,37,32
18,22,31,31,31
18,23,49,49,49
18,24,27,27,27
18,25,17,17,17
18,26,21,21,21
18,27,36,36,36
18,28,26,26,26
18,29,21,21,21
18,30,26,26,26
18,31,18,18,18
18,32,32,32,32
18,33,33,33,33
18,34,31,31,31
18,35,15,15,15
18,36,38,38,38
18,37,28,28,28
18,38,23,23,23
18,39,29,29,29
18,40,49,49,49
18,41,26,26,26
18,42,20,20,20
18,43,27,27,27
18,44,31,31,31
18,45,25,25,25
18,46,24,24,24
18,47,23,23,23
18,48,35,35,35
19,1,-1,21,21
19,2,49,49,49
19,3,33,30,30
19,4,34,37,37
19,5,30,31,31
19,6,29,28,28
19,7,28,28,28
19,8,27,27,27
19,9,27,27,27
19,10,21,21,21
19,11,45,45,45
19,12,-1,13,13
20,1,9,11,11
20,2,25,23,23
20,3,5,5,5
20,4,19,19,19
20,5,15,15,15
20,6,11,11,11
20,7,16,16,16
20,8,14,14,14
20,9,17,17,17
20,10,15,15,15
20,11,11,11,12
20,12,15,15,14
20,13,15,16,16
20,14,10,9,9
21,1,20,20,20
21,2,27,32,32
21,3,5,21,21
21,4,21,-1,-1
22,1,17,17,17
22,2,16,16,16
22,3,17,17,17
22,4,35,35,35
22,5,26,26,19
22,6,23,23,30
22,7,38,38,38
22,8,36,36,36
22,9,24,24,24
22,10,20,20,20
22,11,47,47,47
22,12,8,8,8
22,13,59,59,59
22,14,57,57,57
22,15,33,33,33
22,16,34,34,34
22,17,3,16,16
22,18,30,30,30
22,19,37,37,37
22,20,27,27,27
22,21,24,24,24
22,22,33,33,33
22,23,44,44,44
22,24,23,23,23
22,25,55,55,55
22,26,46,46,46
22,27,34,34,34
23,1,15,15,15
23,2,16,16,16
23,3,15,15,15
23,4,13,13,13
23,5,27,27,27
23,6,14,14,14
23,7,17,17,17
23,8,14,14,14
23,9,15,15,15
24,1,21,21,21
25,1,16,16,17
25,2,11,11,10
25,3,10,10,10
25,4,11,11,11
26,1,16,16,16
26,2,13,13,13
26,3,12,12,12
26,4,14,13,13
26,5,14,15,15
26,6,16,16,16
26,7,20,20,20
27,1,14,15,15
27,2,14,13,13
27,3,19,19,19
28,1,17,17,17
28,2,20,20,20
28,3,19,19,19
29,1,18,18,18
29,2,15,15,15
29,3,20,20,20
30,1,15,15,15
30,2,23,23,23
31,1,17,21,-1
31,2,17,13,-1
31,3,10,10,-1
31,4,14,14,-1
31,5,11,11,-1
31,6,15,15,-1
31,7,14,14,-1
31,8,23,23,-1
31,9,17,17,-1
31,10,12,12,-1
31,11,17,17,-1
31,12,14,14,-1
31,13,9,9,-1
31,14,21,21,-1
32,1,14,14,14
32,2,17,17,17
32,3,24,18,18
32,4,-1,6,6
33,1,54,54,54
33,2,34,34,34
33,3,51,51,51
33,4,49,49,49
33,5,31,31,31
33,6,27,27,27
33,7,89,89,89
33,8,26,26,26
33,9,23,23,23
33,10,36,36,36
33,11,35,35,35
33,12,16,15,16
33,13,33,34,33
33,14,45,45,45
33,15,41,41,41
33,16,35,50,50
33,17,28,13,13
33,18,32,32,32
33,19,22,22,22
33,20,29,29,29
33,21,35,35,35
33,22,41,41,41
33,23,30,30,30
33,24,25,25,25
33,25,18,18,18
33,26,65,65,65
33,27,23,23,23
33,28,31,31,31
33,29,39,40,40
33,30,17,17,16
33,31,54,54,54
33,32,42,42,42
33,33,56,56,56
33,34,29,29,29
33,35,34,34,34
33,36,13,13,13
34,1,46,46,46
34,2,37,37,37
34,3,29,29,29
34,4,49,49,49
34,5,30,33,33
34,6,25,25,25
34,7,26,26,26
34,8,20,20,20
34,9,29,29,29
34,10,22,22,22
34,11,32,32,32
34,12,31,32,32
34,13,19,18,18
34,14,29,29,29
34,15,23,23,23
34,16,22,22,22
34,17,20,20,20
34,18,22,22,22
34,19,21,21,21
34,20,20,20,20
34,21,23,23,23
34,22,29,30,30
34,23,26,25,25
34,24,22,22,22
34,25,19,19,19
34,26,19,19,19
34,27,26,26,26
34,28,69,69,68
34,29,28,29,29
34,30,20,20,20
34,31,30,30,30
34,32,52,52,52
34,33,29,29,29
34,34,12,12,12
35,1,18,18,18
35,2,24,24,24
35,3,17,17,17
35,4,24,24,24
35,5,15,15,15
35,6,27,27,27
35,7,26,26,26
35,8,35,35,35
35,9,27,27,27
35,10,43,43,43
35,11,23,23,23
35,12,24,24,24
35,13,33,33,33
35,14,15,15,15
35,15,63,63,63
35,16,10,10,10
35,17,17,18,18
35,18,28,28,28
35,19,51,51,51
35,20,9,9,9
35,21,45,45,45
35,22,34,34,34
35,23,16,16,16
35,24,33,33,33
36,1,36,36,36
36,2,23,23,23
36,3,31,31,31
36,4,24,24,24
36,5,31,31,31
36,6,40,40,40
36,7,25,25,25
36,8,35,35,35
36,9,57,57,57
36,10,18,18,18
36,11,40,40,40
36,12,15,15,15
36,13,25,25,25
36,14,20,20,20
36,15,20,20,20
36,16,31,31,31
36,17,13,13,13
36,18,31,31,31
36,19,30,30,30
36,20,48,48,48
36,21,25,25,25
37,1,22,22,22
37,2,23,23,23
37,3,18,18,18
37,4,22,22,22
38,1,28,28,27
38,2,36,36,32
38,3,21,21,39
38,4,22,22,12
38,5,12,12,25
38,6,21,21,23
38,7,17,17,29
38,8,22,22,18
38,9,27,27,13
38,10,27,27,19
38,11,15,15,27
38,12,25,25,31
38,13,23,23,39
38,14,52,52,33
38,15,35,35,37
38,16,23,23,23
38,17,58,58,29
38,18,30,30,33
38,19,24,24,43
38,20,42,43,26
38,21,16,15,22
38,22,23,23,51
38,23,28,28,39
38,24,23,23,25
38,25,44,44,-1
38,26,25,25,-1
38,27,12,12,-1
38,28,25,25,-1
38,29,11,11,-1
38,30,31,31,-1
38,31,13,13,-1
